segment,start_station,end_station,line_proximity,line,pm1,pm25,pm5,pm10,filter_line,filter_ds,pm25_fraction,pm1_fraction
CT CF,Camden Town,Chalk Farm,2,Northern,0.089,0.129,0.142,0.16,6,1,0.80625,0.55625
CT CF,Camden Town,Chalk Farm,2,Northern,0.102,0.139,0.154,0.17,6,1,0.8176470588,0.6
CT CF,Camden Town,Chalk Farm,2,Northern,0.102,0.143,0.158,0.171,6,1,0.8362573099,0.5964912281
CT CF,Camden Town,Chalk Farm,2,Northern,0.134,0.19,0.209,0.228,6,1,0.8333333333,0.5877192982
CT CF,Camden Town,Chalk Farm,2,Northern,0.14,0.199,0.223,0.248,6,1,0.8024193548,0.564516129
CT CF,Camden Town,Chalk Farm,2,Northern,0.147,0.205,0.228,0.254,6,1,0.8070866142,0.5787401575
CT CF,Camden Town,Chalk Farm,2,Northern,0.163,0.228,0.253,0.285,6,1,0.8,0.5719298246
CT CF,Camden Town,Chalk Farm,2,Northern,0.16,0.227,0.253,0.285,6,1,0.7964912281,0.5614035088
CT CF,Camden Town,Chalk Farm,2,Northern,0.153,0.213,0.237,0.261,6,1,0.816091954,0.5862068966
CT CF,Camden Town,Chalk Farm,2,Northern,0.171,0.241,0.265,0.282,6,1,0.8546099291,0.6063829787
CT CF,Camden Town,Chalk Farm,2,Northern,0.151,0.216,0.24,0.271,6,1,0.7970479705,0.557195572
CT CF,Camden Town,Chalk Farm,2,Northern,0.137,0.19,0.211,0.229,6,1,0.8296943231,0.5982532751
CT CF,Camden Town,Chalk Farm,2,Northern,0.162,0.228,0.254,0.274,6,1,0.8321167883,0.5912408759
CT CF,Camden Town,Chalk Farm,2,Northern,0.153,0.215,0.24,0.266,6,1,0.8082706767,0.5751879699
CT CF,Camden Town,Chalk Farm,2,Northern,0.182,0.253,0.281,0.309,6,1,0.8187702265,0.5889967638
CF BP,Chalk Farm,Belsize Park,1,Northern,0.174,0.245,0.272,0.294,6,1,0.8333333333,0.5918367347
CF BP,Chalk Farm,Belsize Park,1,Northern,0.172,0.244,0.272,0.296,6,1,0.8243243243,0.5810810811
CF BP,Chalk Farm,Belsize Park,1,Northern,0.189,0.267,0.298,0.324,6,1,0.8240740741,0.5833333333
CF BP,Chalk Farm,Belsize Park,1,Northern,0.15,0.211,0.237,0.26,6,1,0.8115384615,0.5769230769
CF BP,Chalk Farm,Belsize Park,1,Northern,0.195,0.273,0.302,0.333,6,1,0.8198198198,0.5855855856
CF BP,Chalk Farm,Belsize Park,1,Northern,0.205,0.289,0.321,0.351,6,1,0.8233618234,0.584045584
CF BP,Chalk Farm,Belsize Park,1,Northern,0.193,0.275,0.306,0.328,6,1,0.8384146341,0.5884146341
CF BP,Chalk Farm,Belsize Park,1,Northern,0.192,0.271,0.299,0.322,6,1,0.8416149068,0.5962732919
CF BP,Chalk Farm,Belsize Park,1,Northern,0.213,0.299,0.336,0.365,6,1,0.8191780822,0.5835616438
CF BP,Chalk Farm,Belsize Park,1,Northern,0.205,0.285,0.313,0.341,6,1,0.8357771261,0.6011730205
CF BP,Chalk Farm,Belsize Park,1,Northern,0.197,0.278,0.308,0.333,6,1,0.8348348348,0.5915915916
CF BP,Chalk Farm,Belsize Park,1,Northern,0.217,0.306,0.34,0.371,6,1,0.8247978437,0.5849056604
BP H,Belsize Park,Hampstead,0,Northern,0.217,0.306,0.338,0.38,6,1,0.8052631579,0.5710526316
BP H,Belsize Park,Hampstead,0,Northern,0.231,0.328,0.365,0.403,6,1,0.8138957816,0.5732009926
BP H,Belsize Park,Hampstead,0,Northern,0.224,0.318,0.353,0.382,6,1,0.832460733,0.5863874346
BP H,Belsize Park,Hampstead,0,Northern,0.232,0.33,0.369,0.41,6,1,0.8048780488,0.5658536585
BP H,Belsize Park,Hampstead,0,Northern,0.239,0.337,0.375,0.41,6,1,0.8219512195,0.5829268293
BP H,Belsize Park,Hampstead,0,Northern,0.218,0.309,0.342,0.378,6,1,0.8174603175,0.5767195767
BP H,Belsize Park,Hampstead,0,Northern,0.258,0.365,0.405,0.438,6,1,0.8333333333,0.5890410959
BP H,Belsize Park,Hampstead,0,Northern,0.26,0.368,0.407,0.44,6,1,0.8363636364,0.5909090909
BP H,Belsize Park,Hampstead,0,Northern,0.238,0.332,0.371,0.404,6,1,0.8217821782,0.5891089109
BP H,Belsize Park,Hampstead,0,Northern,0.242,0.345,0.38,0.411,6,1,0.8394160584,0.5888077859
BP H,Belsize Park,Hampstead,0,Northern,0.231,0.324,0.359,0.396,6,1,0.8181818182,0.5833333333
BP H,Belsize Park,Hampstead,0,Northern,0.276,0.392,0.436,0.482,6,1,0.8132780083,0.5726141079
BP H,Belsize Park,Hampstead,0,Northern,0.241,0.344,0.381,0.419,6,1,0.8210023866,0.5751789976
K W,Kennington,Waterloo,10,Northern,0.273,0.373,0.411,0.438,6,1,0.8515981735,0.6232876712
K W,Kennington,Waterloo,10,Northern,0.262,0.355,0.39,0.416,6,1,0.8533653846,0.6298076923
K W,Kennington,Waterloo,10,Northern,0.24,0.33,0.362,0.392,6,1,0.8418367347,0.612244898
K W,Kennington,Waterloo,10,Northern,0.252,0.355,0.399,0.442,6,1,0.8031674208,0.5701357466
K W,Kennington,Waterloo,10,Northern,0.283,0.385,0.427,0.477,6,1,0.8071278826,0.5932914046
K W,Kennington,Waterloo,10,Northern,0.324,0.447,0.502,0.558,6,1,0.8010752688,0.5806451613
K W,Kennington,Waterloo,10,Northern,0.338,0.466,0.518,0.568,6,1,0.8204225352,0.5950704225
K W,Kennington,Waterloo,10,Northern,0.335,0.458,0.51,0.58,6,1,0.7896551724,0.5775862069
K W,Kennington,Waterloo,10,Northern,0.339,0.466,0.521,0.573,6,1,0.8132635253,0.5916230366
K W,Kennington,Waterloo,10,Northern,0.339,0.467,0.521,0.571,6,1,0.8178633975,0.5936952715
K W,Kennington,Waterloo,10,Northern,0.348,0.476,0.533,0.591,6,1,0.8054145516,0.5888324873
K W,Kennington,Waterloo,10,Northern,0.342,0.473,0.524,0.573,6,1,0.8254799302,0.5968586387
W CC,Waterloo,Charing Cross,11,Northern,0.348,0.48,0.529,0.589,6,1,0.8149405772,0.5908319185
W CC,Waterloo,Charing Cross,11,Northern,0.351,0.483,0.54,0.596,6,1,0.8104026846,0.5889261745
W CC,Waterloo,Charing Cross,11,Northern,0.34,0.469,0.522,0.576,6,1,0.8142361111,0.5902777778
W CC,Waterloo,Charing Cross,11,Northern,0.34,0.465,0.518,0.562,6,1,0.8274021352,0.6049822064
W CC,Waterloo,Charing Cross,11,Northern,0.341,0.472,0.525,0.574,6,1,0.8222996516,0.5940766551
W CC,Waterloo,Charing Cross,11,Northern,0.334,0.462,0.513,0.559,6,1,0.8264758497,0.5974955277
W CC,Waterloo,Charing Cross,11,Northern,0.349,0.481,0.532,0.579,6,1,0.8307426598,0.6027633851
W CC,Waterloo,Charing Cross,11,Northern,0.337,0.464,0.512,0.559,6,1,0.8300536673,0.602862254
W CC,Waterloo,Charing Cross,11,Northern,0.321,0.438,0.488,0.537,6,1,0.8156424581,0.5977653631
W CC,Waterloo,Charing Cross,11,Northern,0.332,0.455,0.502,0.55,6,1,0.8272727273,0.6036363636
W CC,Waterloo,Charing Cross,11,Northern,0.337,0.46,0.512,0.568,6,1,0.8098591549,0.5933098592
W CC,Waterloo,Charing Cross,11,Northern,0.333,0.452,0.502,0.546,6,1,0.8278388278,0.6098901099
CC LS,Charing Cross,Leicester Square,10,Northern,0.332,0.45,0.495,0.538,6,1,0.8364312268,0.6171003717
CC LS,Charing Cross,Leicester Square,10,Northern,0.329,0.448,0.492,0.531,6,1,0.8436911488,0.6195856874
CC LS,Charing Cross,Leicester Square,10,Northern,0.314,0.431,0.474,0.51,6,1,0.8450980392,0.6156862745
CC LS,Charing Cross,Leicester Square,10,Northern,0.309,0.421,0.465,0.51,6,1,0.8254901961,0.6058823529
CC LS,Charing Cross,Leicester Square,10,Northern,0.309,0.422,0.466,0.506,6,1,0.8339920949,0.6106719368
CC LS,Charing Cross,Leicester Square,10,Northern,0.302,0.416,0.46,0.494,6,1,0.8421052632,0.6113360324
CC LS,Charing Cross,Leicester Square,10,Northern,0.307,0.42,0.464,0.513,6,1,0.8187134503,0.5984405458
CC LS,Charing Cross,Leicester Square,10,Northern,0.305,0.415,0.457,0.498,6,1,0.8333333333,0.6124497992
CC LS,Charing Cross,Leicester Square,10,Northern,0.317,0.431,0.476,0.517,6,1,0.833655706,0.6131528046
CC LS,Charing Cross,Leicester Square,10,Northern,0.302,0.413,0.456,0.499,6,1,0.8276553106,0.6052104208
CC LS,Charing Cross,Leicester Square,10,Northern,0.278,0.385,0.423,0.459,6,1,0.8387799564,0.605664488
CC LS,Charing Cross,Leicester Square,10,Northern,0.28,0.38,0.417,0.448,6,1,0.8482142857,0.625
LS TC,Leicester Square,Tottenham Court Road,9,Northern,0.259,0.357,0.397,0.432,6,1,0.8263888889,0.599537037
LS TC,Leicester Square,Tottenham Court Road,9,Northern,0.263,0.364,0.406,0.465,6,1,0.7827956989,0.5655913978
LS TC,Leicester Square,Tottenham Court Road,9,Northern,0.259,0.357,0.397,0.439,6,1,0.8132118451,0.589977221
LS TC,Leicester Square,Tottenham Court Road,9,Northern,0.246,0.338,0.376,0.412,6,1,0.8203883495,0.5970873786
LS TC,Leicester Square,Tottenham Court Road,9,Northern,0.246,0.337,0.374,0.411,6,1,0.8199513382,0.598540146
LS TC,Leicester Square,Tottenham Court Road,9,Northern,0.248,0.339,0.376,0.413,6,1,0.8208232446,0.6004842615
TC GS,Tottenham Court Road,Goodge Street,8,Northern,0.235,0.322,0.357,0.391,6,1,0.8235294118,0.6010230179
TC GS,Tottenham Court Road,Goodge Street,8,Northern,0.252,0.343,0.384,0.43,6,1,0.7976744186,0.5860465116
TC GS,Tottenham Court Road,Goodge Street,8,Northern,0.291,0.398,0.445,0.491,6,1,0.8105906314,0.5926680244
TC GS,Tottenham Court Road,Goodge Street,8,Northern,0.302,0.415,0.464,0.517,6,1,0.8027079304,0.584139265
TC GS,Tottenham Court Road,Goodge Street,8,Northern,0.296,0.408,0.455,0.5,6,1,0.816,0.592
TC GS,Tottenham Court Road,Goodge Street,8,Northern,0.293,0.401,0.448,0.499,6,1,0.8036072144,0.5871743487
TC GS,Tottenham Court Road,Goodge Street,8,Northern,0.292,0.4,0.445,0.491,6,1,0.8146639511,0.5947046843
TC GS,Tottenham Court Road,Goodge Street,8,Northern,0.303,0.413,0.461,0.51,6,1,0.8098039216,0.5941176471
TC GS,Tottenham Court Road,Goodge Street,8,Northern,0.301,0.414,0.456,0.502,6,1,0.8247011952,0.5996015936
TC GS,Tottenham Court Road,Goodge Street,8,Northern,0.277,0.382,0.425,0.478,6,1,0.7991631799,0.5794979079
TC GS,Tottenham Court Road,Goodge Street,8,Northern,0.298,0.409,0.453,0.501,6,1,0.8163672655,0.5948103792
TC GS,Tottenham Court Road,Goodge Street,8,Northern,0.284,0.391,0.433,0.471,6,1,0.83014862,0.6029723992
GS WS,Goodge Street,Warren Street,7,Northern,0.268,0.369,0.41,0.448,6,1,0.8236607143,0.5982142857
GS WS,Goodge Street,Warren Street,7,Northern,0.316,0.432,0.486,0.527,6,1,0.8197343454,0.5996204934
GS WS,Goodge Street,Warren Street,7,Northern,0.322,0.443,0.494,0.541,6,1,0.8188539741,0.595194085
GS WS,Goodge Street,Warren Street,7,Northern,0.312,0.431,0.479,0.529,6,1,0.8147448015,0.5897920605
GS WS,Goodge Street,Warren Street,7,Northern,0.299,0.414,0.458,0.495,6,1,0.8363636364,0.604040404
GS WS,Goodge Street,Warren Street,7,Northern,0.317,0.431,0.477,0.52,6,1,0.8288461538,0.6096153846
WS E,Warren Street,Euston,6,Northern,0.327,0.447,0.495,0.54,6,1,0.8277777778,0.6055555556
WS E,Warren Street,Euston,6,Northern,0.334,0.461,0.514,0.561,6,1,0.8217468806,0.5953654189
WS E,Warren Street,Euston,6,Northern,0.337,0.467,0.519,0.567,6,1,0.823633157,0.594356261
WS E,Warren Street,Euston,6,Northern,0.319,0.445,0.493,0.542,6,1,0.8210332103,0.5885608856
WS E,Warren Street,Euston,6,Northern,0.3,0.418,0.465,0.507,6,1,0.8244575937,0.5917159763
WS E,Warren Street,Euston,6,Northern,0.275,0.381,0.424,0.459,6,1,0.8300653595,0.5991285403
E MC,Euston,Mornington Crescent,5,Northern,0.259,0.363,0.4,0.431,6,1,0.8422273782,0.6009280742
E MC,Euston,Mornington Crescent,5,Northern,0.29,0.403,0.451,0.498,6,1,0.8092369478,0.5823293173
E MC,Euston,Mornington Crescent,5,Northern,0.243,0.339,0.379,0.412,6,1,0.822815534,0.5898058252
E MC,Euston,Mornington Crescent,5,Northern,0.248,0.343,0.385,0.43,6,1,0.7976744186,0.576744186
E MC,Euston,Mornington Crescent,5,Northern,0.246,0.342,0.385,0.427,6,1,0.8009367681,0.5761124122
E MC,Euston,Mornington Crescent,5,Northern,0.226,0.311,0.346,0.381,6,1,0.8162729659,0.593175853
E MC,Euston,Mornington Crescent,5,Northern,0.225,0.31,0.346,0.378,6,1,0.8201058201,0.5952380952
E MC,Euston,Mornington Crescent,5,Northern,0.207,0.288,0.323,0.349,6,1,0.8252148997,0.5931232092
E MC,Euston,Mornington Crescent,5,Northern,0.172,0.24,0.267,0.298,6,1,0.8053691275,0.5771812081
E MC,Euston,Mornington Crescent,5,Northern,0.161,0.224,0.249,0.276,6,1,0.8115942029,0.5833333333
E MC,Euston,Mornington Crescent,5,Northern,0.15,0.21,0.237,0.267,6,1,0.7865168539,0.5617977528
E MC,Euston,Mornington Crescent,5,Northern,0.16,0.221,0.246,0.279,6,1,0.7921146953,0.5734767025
MC CT,Mornington Crescent,Camden Town,4,Northern,0.148,0.206,0.229,0.249,6,1,0.8273092369,0.59437751
MC CT,Mornington Crescent,Camden Town,4,Northern,0.166,0.23,0.257,0.279,6,1,0.8243727599,0.5949820789
MC CT,Mornington Crescent,Camden Town,4,Northern,0.174,0.241,0.27,0.301,6,1,0.8006644518,0.5780730897
MC CT,Mornington Crescent,Camden Town,4,Northern,0.178,0.244,0.272,0.299,6,1,0.8160535117,0.5953177258
MC CT,Mornington Crescent,Camden Town,4,Northern,0.179,0.25,0.28,0.314,6,1,0.7961783439,0.5700636943
MC CT,Mornington Crescent,Camden Town,4,Northern,0.175,0.244,0.275,0.296,6,1,0.8243243243,0.5912162162
MC CT,Mornington Crescent,Camden Town,4,Northern,0.184,0.259,0.292,0.324,6,1,0.799382716,0.5679012346
MC CT,Mornington Crescent,Camden Town,4,Northern,0.193,0.27,0.301,0.328,6,1,0.8231707317,0.5884146341
MC CT,Mornington Crescent,Camden Town,4,Northern,0.182,0.256,0.286,0.311,6,1,0.8231511254,0.5852090032
MC CT,Mornington Crescent,Camden Town,4,Northern,0.176,0.247,0.275,0.294,6,1,0.8401360544,0.5986394558
MC CT,Mornington Crescent,Camden Town,4,Northern,0.172,0.24,0.266,0.29,6,1,0.8275862069,0.5931034483
MC CT,Mornington Crescent,Camden Town,4,Northern,0.161,0.225,0.248,0.279,6,1,0.8064516129,0.5770609319
CT KT,Camden Town,Kentish Town,3,Northern,0.152,0.211,0.233,0.251,6,1,0.8406374502,0.6055776892
CT KT,Camden Town,Kentish Town,3,Northern,0.184,0.254,0.279,0.307,6,1,0.8273615635,0.5993485342
CT KT,Camden Town,Kentish Town,3,Northern,0.174,0.243,0.269,0.293,6,1,0.8293515358,0.5938566553
CT KT,Camden Town,Kentish Town,3,Northern,0.175,0.244,0.269,0.291,6,1,0.8384879725,0.6013745704
CT KT,Camden Town,Kentish Town,3,Northern,0.192,0.268,0.299,0.325,6,1,0.8246153846,0.5907692308
CT KT,Camden Town,Kentish Town,3,Northern,0.196,0.271,0.305,0.341,6,1,0.7947214076,0.5747800587
CT KT,Camden Town,Kentish Town,3,Northern,0.185,0.257,0.29,0.319,6,1,0.8056426332,0.5799373041
CT KT,Camden Town,Kentish Town,3,Northern,0.182,0.255,0.285,0.316,6,1,0.8069620253,0.5759493671
CT KT,Camden Town,Kentish Town,3,Northern,0.189,0.26,0.288,0.309,6,1,0.8414239482,0.6116504854
CT KT,Camden Town,Kentish Town,3,Northern,0.18,0.249,0.277,0.3,6,1,0.83,0.6
CT KT,Camden Town,Kentish Town,3,Northern,0.179,0.249,0.278,0.306,6,1,0.8137254902,0.5849673203
CT KT,Camden Town,Kentish Town,3,Northern,0.179,0.247,0.275,0.3,6,1,0.8233333333,0.5966666667
KT TP,Kentish Town,Tufnell Park,2,Northern,0.192,0.266,0.296,0.318,6,1,0.8364779874,0.6037735849
KT TP,Kentish Town,Tufnell Park,2,Northern,0.195,0.272,0.304,0.326,6,1,0.8343558282,0.5981595092
KT TP,Kentish Town,Tufnell Park,2,Northern,0.187,0.261,0.29,0.314,6,1,0.8312101911,0.5955414013
KT TP,Kentish Town,Tufnell Park,2,Northern,0.2,0.279,0.309,0.332,6,1,0.8403614458,0.6024096386
KT TP,Kentish Town,Tufnell Park,2,Northern,0.208,0.288,0.321,0.357,6,1,0.8067226891,0.5826330532
KT TP,Kentish Town,Tufnell Park,2,Northern,0.211,0.292,0.321,0.357,6,1,0.8179271709,0.5910364146
KT TP,Kentish Town,Tufnell Park,2,Northern,0.207,0.289,0.321,0.353,6,1,0.8186968839,0.5864022663
KT TP,Kentish Town,Tufnell Park,2,Northern,0.189,0.263,0.293,0.317,6,1,0.8296529968,0.596214511
KT TP,Kentish Town,Tufnell Park,2,Northern,0.181,0.255,0.282,0.307,6,1,0.8306188925,0.5895765472
KT TP,Kentish Town,Tufnell Park,2,Northern,0.162,0.229,0.254,0.277,6,1,0.8267148014,0.5848375451
KT TP,Kentish Town,Tufnell Park,2,Northern,0.153,0.216,0.242,0.267,6,1,0.808988764,0.5730337079
KT TP,Kentish Town,Tufnell Park,2,Northern,0.156,0.219,0.244,0.272,6,1,0.8051470588,0.5735294118
TP A,Tufnell Park,Archway,1,Northern,0.152,0.214,0.237,0.263,6,1,0.8136882129,0.5779467681
TP A,Tufnell Park,Archway,1,Northern,0.15,0.21,0.234,0.255,6,1,0.8235294118,0.5882352941
TP A,Tufnell Park,Archway,1,Northern,0.149,0.21,0.233,0.252,6,1,0.8333333333,0.5912698413
TP A,Tufnell Park,Archway,1,Northern,0.16,0.223,0.248,0.263,6,1,0.8479087452,0.608365019
TP A,Tufnell Park,Archway,1,Northern,0.175,0.248,0.277,0.297,6,1,0.835016835,0.5892255892
TP A,Tufnell Park,Archway,1,Northern,0.18,0.252,0.279,0.304,6,1,0.8289473684,0.5921052632
TP A,Tufnell Park,Archway,1,Northern,0.177,0.25,0.277,0.302,6,1,0.8278145695,0.5860927152
TP A,Tufnell Park,Archway,1,Northern,0.193,0.269,0.301,0.33,6,1,0.8151515152,0.5848484848
TP A,Tufnell Park,Archway,1,Northern,0.187,0.265,0.295,0.322,6,1,0.8229813665,0.5807453416
TP A,Tufnell Park,Archway,1,Northern,0.174,0.248,0.273,0.295,6,1,0.8406779661,0.5898305085
TP A,Tufnell Park,Archway,1,Northern,0.184,0.26,0.29,0.321,6,1,0.8099688474,0.5732087227
TP A,Tufnell Park,Archway,1,Northern,0.182,0.258,0.286,0.31,6,1,0.8322580645,0.5870967742
A H,Archway,Highgate,0,Northern,0.174,0.249,0.276,0.302,6,1,0.8245033113,0.5761589404
A H,Archway,Highgate,0,Northern,0.158,0.224,0.249,0.279,6,1,0.8028673835,0.5663082437
A H,Archway,Highgate,0,Northern,0.156,0.218,0.245,0.278,6,1,0.7841726619,0.5611510791
A H,Archway,Highgate,0,Northern,0.157,0.22,0.248,0.281,6,1,0.7829181495,0.5587188612
A H,Archway,Highgate,0,Northern,0.148,0.21,0.235,0.256,6,1,0.8203125,0.578125
A H,Archway,Highgate,0,Northern,0.149,0.214,0.239,0.254,6,1,0.842519685,0.5866141732
A H,Archway,Highgate,0,Northern,0.154,0.218,0.243,0.267,6,1,0.8164794007,0.5767790262
A H,Archway,Highgate,0,Northern,0.155,0.219,0.244,0.26,6,1,0.8423076923,0.5961538462
A H,Archway,Highgate,0,Northern,0.161,0.225,0.25,0.269,6,1,0.8364312268,0.5985130112
A H,Archway,Highgate,0,Northern,0.18,0.252,0.281,0.313,6,1,0.8051118211,0.5750798722
A H,Archway,Highgate,0,Northern,0.189,0.27,0.299,0.328,6,1,0.8231707317,0.5762195122
A H,Archway,Highgate,0,Northern,0.188,0.266,0.294,0.317,6,1,0.8391167192,0.5930599369
EC  LN,Elephant & Castle,Lambeth North,0,Bakerloo,0.076,0.085,0.09,0.099,7,1,0.8585858586,0.7676767677
EC  LN,Elephant & Castle,Lambeth North,0,Bakerloo,0.076,0.085,0.089,0.101,7,1,0.8415841584,0.7524752475
EC  LN,Elephant & Castle,Lambeth North,0,Bakerloo,0.071,0.08,0.084,0.089,7,1,0.8988764045,0.797752809
EC  LN,Elephant & Castle,Lambeth North,0,Bakerloo,0.072,0.08,0.083,0.088,7,1,0.9090909091,0.8181818182
EC  LN,Elephant & Castle,Lambeth North,0,Bakerloo,0.069,0.077,0.08,0.084,7,1,0.9166666667,0.8214285714
EC  LN,Elephant & Castle,Lambeth North,0,Bakerloo,0.07,0.077,0.079,0.084,7,1,0.9166666667,0.8333333333
EC  LN,Elephant & Castle,Lambeth North,0,Bakerloo,0.068,0.074,0.076,0.081,7,1,0.9135802469,0.8395061728
EC  LN,Elephant & Castle,Lambeth North,0,Bakerloo,0.066,0.071,0.073,0.074,7,1,0.9594594595,0.8918918919
EC  LN,Elephant & Castle,Lambeth North,0,Bakerloo,0.065,0.07,0.071,0.072,7,1,0.9722222222,0.9027777778
EC  LN,Elephant & Castle,Lambeth North,0,Bakerloo,0.064,0.069,0.071,0.076,7,1,0.9078947368,0.8421052632
EC  LN,Elephant & Castle,Lambeth North,0,Bakerloo,0.062,0.067,0.07,0.072,7,1,0.9305555556,0.8611111111
EC  LN,Elephant & Castle,Lambeth North,0,Bakerloo,0.063,0.069,0.071,0.074,7,1,0.9324324324,0.8513513514
LN W,Lambeth North,Waterloo,1,Bakerloo,0.158,0.207,0.228,0.249,7,1,0.8313253012,0.6345381526
LN W,Lambeth North,Waterloo,1,Bakerloo,0.173,0.228,0.255,0.284,7,1,0.8028169014,0.6091549296
LN W,Lambeth North,Waterloo,1,Bakerloo,0.182,0.239,0.266,0.298,7,1,0.8020134228,0.610738255
LN W,Lambeth North,Waterloo,1,Bakerloo,0.184,0.242,0.269,0.293,7,1,0.8259385666,0.6279863481
LN W,Lambeth North,Waterloo,1,Bakerloo,0.185,0.244,0.271,0.313,7,1,0.7795527157,0.5910543131
LN W,Lambeth North,Waterloo,1,Bakerloo,0.176,0.235,0.262,0.284,7,1,0.8274647887,0.6197183099
W E,Waterloo,Embankment,2,Bakerloo,0.209,0.282,0.31,0.338,7,1,0.8343195266,0.6183431953
W E,Waterloo,Embankment,2,Bakerloo,0.198,0.266,0.292,0.318,7,1,0.8364779874,0.6226415094
W E,Waterloo,Embankment,2,Bakerloo,0.205,0.275,0.304,0.337,7,1,0.8160237389,0.6083086053
W E,Waterloo,Embankment,2,Bakerloo,0.195,0.264,0.29,0.314,7,1,0.8407643312,0.6210191083
W E,Waterloo,Embankment,2,Bakerloo,0.211,0.284,0.314,0.35,7,1,0.8114285714,0.6028571429
W E,Waterloo,Embankment,2,Bakerloo,0.218,0.294,0.334,0.378,7,1,0.7777777778,0.5767195767
W E,Waterloo,Embankment,2,Bakerloo,0.214,0.288,0.321,0.363,7,1,0.7933884298,0.5895316804
W E,Waterloo,Embankment,2,Bakerloo,0.216,0.289,0.322,0.358,7,1,0.8072625698,0.6033519553
W E,Waterloo,Embankment,2,Bakerloo,0.238,0.322,0.358,0.405,7,1,0.7950617284,0.587654321
W E,Waterloo,Embankment,2,Bakerloo,0.205,0.28,0.313,0.352,7,1,0.7954545455,0.5823863636
W E,Waterloo,Embankment,2,Bakerloo,0.192,0.259,0.285,0.32,7,1,0.809375,0.6
W E,Waterloo,Embankment,2,Bakerloo,0.188,0.25,0.276,0.306,7,1,0.8169934641,0.614379085
E CC,Embankment,Charing Cross,3,Bakerloo,0.217,0.29,0.314,0.343,7,1,0.8454810496,0.6326530612
E CC,Embankment,Charing Cross,3,Bakerloo,0.22,0.297,0.324,0.355,7,1,0.8366197183,0.6197183099
E CC,Embankment,Charing Cross,3,Bakerloo,0.217,0.294,0.322,0.356,7,1,0.8258426966,0.6095505618
E CC,Embankment,Charing Cross,3,Bakerloo,0.229,0.306,0.336,0.367,7,1,0.8337874659,0.6239782016
E CC,Embankment,Charing Cross,3,Bakerloo,0.223,0.301,0.329,0.363,7,1,0.8292011019,0.6143250689
E CC,Embankment,Charing Cross,3,Bakerloo,0.228,0.309,0.338,0.368,7,1,0.839673913,0.6195652174
CC PC,Charing Cross,Piccadilly Circus,4,Bakerloo,0.219,0.295,0.326,0.372,7,1,0.7930107527,0.5887096774
CC PC,Charing Cross,Piccadilly Circus,4,Bakerloo,0.216,0.291,0.323,0.351,7,1,0.8290598291,0.6153846154
CC PC,Charing Cross,Piccadilly Circus,4,Bakerloo,0.218,0.294,0.324,0.366,7,1,0.8032786885,0.5956284153
CC PC,Charing Cross,Piccadilly Circus,4,Bakerloo,0.211,0.287,0.316,0.361,7,1,0.7950138504,0.5844875346
CC PC,Charing Cross,Piccadilly Circus,4,Bakerloo,0.216,0.293,0.322,0.36,7,1,0.8138888889,0.6
CC PC,Charing Cross,Piccadilly Circus,4,Bakerloo,0.217,0.294,0.324,0.362,7,1,0.8121546961,0.5994475138
CC PC,Charing Cross,Piccadilly Circus,4,Bakerloo,0.213,0.289,0.316,0.338,7,1,0.8550295858,0.6301775148
CC PC,Charing Cross,Piccadilly Circus,4,Bakerloo,0.208,0.282,0.312,0.338,7,1,0.8343195266,0.6153846154
CC PC,Charing Cross,Piccadilly Circus,4,Bakerloo,0.249,0.335,0.369,0.408,7,1,0.8210784314,0.6102941176
CC PC,Charing Cross,Piccadilly Circus,4,Bakerloo,0.251,0.34,0.378,0.419,7,1,0.8114558473,0.5990453461
CC PC,Charing Cross,Piccadilly Circus,4,Bakerloo,0.261,0.353,0.395,0.433,7,1,0.8152424942,0.6027713626
CC PC,Charing Cross,Piccadilly Circus,4,Bakerloo,0.259,0.354,0.394,0.437,7,1,0.8100686499,0.5926773455
PC OC,Piccadilly Circus,Oxford Circus,5,Bakerloo,0.183,0.241,0.267,0.304,7,1,0.7927631579,0.6019736842
PC OC,Piccadilly Circus,Oxford Circus,5,Bakerloo,0.197,0.262,0.288,0.317,7,1,0.8264984227,0.6214511041
PC OC,Piccadilly Circus,Oxford Circus,5,Bakerloo,0.192,0.256,0.281,0.313,7,1,0.8178913738,0.6134185304
PC OC,Piccadilly Circus,Oxford Circus,5,Bakerloo,0.2,0.264,0.291,0.315,7,1,0.8380952381,0.6349206349
PC OC,Piccadilly Circus,Oxford Circus,5,Bakerloo,0.215,0.287,0.317,0.355,7,1,0.8084507042,0.6056338028
PC OC,Piccadilly Circus,Oxford Circus,5,Bakerloo,0.23,0.306,0.338,0.369,7,1,0.8292682927,0.6233062331
PC OC,Piccadilly Circus,Oxford Circus,5,Bakerloo,0.235,0.315,0.346,0.378,7,1,0.8333333333,0.6216931217
PC OC,Piccadilly Circus,Oxford Circus,5,Bakerloo,0.233,0.313,0.344,0.385,7,1,0.812987013,0.6051948052
PC OC,Piccadilly Circus,Oxford Circus,5,Bakerloo,0.225,0.306,0.338,0.379,7,1,0.8073878628,0.5936675462
PC OC,Piccadilly Circus,Oxford Circus,5,Bakerloo,0.229,0.311,0.344,0.375,7,1,0.8293333333,0.6106666667
PC OC,Piccadilly Circus,Oxford Circus,5,Bakerloo,0.245,0.332,0.367,0.406,7,1,0.8177339901,0.6034482759
